"OrderID,CustomerID,ProductID,SalesDate,QuantitySold,UnitPrice,TotalSales,TotalCost"
"1289,535,11,2023-10-01,3,448.65,1345.95,538.38"
"1104,600,99,2023-09-14,8,309.16,2473.28,989.28"
"1861,101,18,2023-06-29,17,364.39,6194.63,2477.92"
"1634,196,49,2023-08-24,13,15.67,203.71,81.51"
"2748,466,54,2023-05-09,9,228.55,2056.95,822.78"
"3534,681,171,2023-12-18,12,182.06,2184.72,873.84"
"961,61,91,2023-12-17,6,431.23,2587.38,1034.94"
"134,549,66,2023-09-27,5,216.19,1080.95,432.4"
"1809,785,106,2023-01-26,16,436.67,6986.72,2794.72"
"1224,466,73,2023-05-15,11,59.63,655.93,262.35"
"8,153,152,2023-12-26,15,64.13,961.95,384.75"
"325,537,143,2023-05-06,3,247.03,741.09,296.43"
"430,188,121,2023-04-28,5,132.07,660.35,264.15"
"3357,641,3,2023-02-14,7,316.54,2215.78,886.34"
"2506,299,18,2023-04-16,1,364.39,364.39,145.76"
"2004,24,199,2023-02-10,17,82.52,1402.84,561.17"
"1271,785,185,2023-02-04,7,419.54,2936.78,1174.74"
"778,537,107,2023-11-04,11,390.03,4290.33,1716.11"
"3287,582,169,2023-03-03,4,449.93,1799.72,719.88"
"1627,809,190,2023-05-30,17,112.57,1913.69,765.51"
"2084,265,152,2023-06-22,19,64.13,1218.47,487.35"
"1379,240,98,2023-10-31,13,185.15,2406.95,962.78"
"2904,144,175,2023-03-09,14,78.76,1102.64,441.0"
"3551,345,145,2023-05-23,12,345.82,4149.84,1659.96"
"3187,478,174,2023-03-14,1,385.51,385.51,154.2"
"2462,547,138,2023-05-31,5,155.64,778.2,311.3"
"2229,34,61,2023-04-15,3,269.98,809.94,323.97"
"3011,324,151,2023-04-11,8,158.57,1268.56,507.44"
"155,457,2,2023-06-04,4,174.02,696.08,278.44"
"3518,121,69,2023-01-26,15,215.55,3233.25,1293.3"
"2440,953,146,2023-11-02,6,392.3,2353.8,941.52"
"618,484,130,2023-01-12,6,470.78,2824.68,1129.86"
"3503,1000,26,2023-05-17,7,118.18,827.26,330.89"
"1907,31,118,2023-12-17,10,350.26,3502.6,1401.0"
"1917,905,196,2023-10-06,8,400.91,3207.28,1282.88"
"3326,175,109,2023-10-16,15,244.14,3662.1,1464.9"
"3628,996,166,2023-12-03,5,400.54,2002.7,801.1"
"2405,713,12,2023-04-03,2,132.23,264.46,105.78"
"2018,686,60,2023-07-09,19,225.42,4282.98,1713.23"
"587,696,139,2023-04-08,14,11.66,163.24,65.24"
"2375,221,142,2023-01-12,6,253.28,1519.68,607.86"
"3570,403,132,2023-07-10,13,166.14,2159.82,863.98"
"1108,470,84,2023-10-11,13,119.62,1555.06,622.05"
"1958,61,191,2023-02-26,9,193.84,1744.56,697.86"
"2363,598,28,2023-03-06,7,338.72,2371.04,948.43"
"539,476,41,2023-08-29,17,181.06,3078.02,1231.14"
"425,162,120,2023-01-29,4,481.98,1927.92,771.16"
"78,70,40,2023-07-26,18,75.2,1353.6,541.44"
"2671,857,156,2023-10-06,18,463.59,8344.62,3337.92"
"2909,961,74,2023-10-16,8,65.6,524.8,209.92"
"1051,100,89,2023-07-20,13,185.63,2413.19,965.25"
"2656,179,104,2023-08-12,12,22.23,266.76,106.68"
"2529,708,125,2023-07-01,19,89.21,1694.99,677.92"
"984,272,64,2023-09-05,19,230.11,4372.09,1748.76"
"3383,979,105,2023-09-25,16,10.36,165.76,66.24"
"3645,513,194,2023-08-11,2,244.57,489.14,195.66"
"803,821,176,2023-01-03,15,450.69,6760.35,2704.2"
"1944,744,80,2023-05-12,19,121.65,2311.35,924.54"
"1463,32,5,2023-07-06,17,304.04,5168.68,2067.54"
"3186,226,31,2023-01-12,7,465.59,3259.13,1303.68"
"287,490,44,2023-11-05,12,351.27,4215.24,1686.12"
"3943,619,128,2023-08-23,20,375.47,7509.4,3003.8"
"2800,929,160,2023-04-12,10,479.53,4795.3,1918.1"
"3213,192,180,2023-01-13,3,144.28,432.84,173.13"
"1797,966,33,2023-09-16,18,171.55,3087.9,1235.16"
"1895,874,136,2023-10-13,9,495.29,4457.61,1783.08"
"2033,840,26,2023-02-21,1,118.18,118.18,47.27"
"2841,635,15,2023-10-09,20,439.85,8797.0,3518.8"
"255,48,84,2023-01-21,20,119.62,2392.4,957.0"
"1932,302,179,2023-06-27,9,332.3,2990.7,1196.28"
"646,676,124,2023-12-10,2,324.36,648.72,259.48"
"1817,288,120,2023-09-18,3,481.98,1445.94,578.37"
"1002,247,79,2023-05-12,18,359.11,6463.98,2585.52"
"1212,45,60,2023-12-16,6,225.42,1352.52,541.02"
"795,400,187,2023-10-18,9,260.75,2346.75,938.7"
"225,521,16,2023-06-26,19,446.94,8491.86,3396.82"
"1162,519,137,2023-03-06,15,217.08,3256.2,1302.45"
"491,810,112,2023-05-03,9,385.73,3471.57,1388.61"
"142,157,163,2023-09-03,1,468.26,468.26,187.3"
"1497,546,20,2023-03-15,8,153.02,1224.16,489.68"
"3763,951,167,2023-05-25,9,351.25,3161.25,1264.5"
"1655,626,87,2023-07-03,6,87.05,522.3,208.92"
"523,898,102,2023-01-18,17,138.93,2361.81,944.69"
"2853,817,195,2023-05-17,20,189.23,3784.6,1513.8"
"2805,323,185,2023-08-02,17,419.54,7132.18,2852.94"
"1916,953,184,2023-03-12,20,70.14,1402.8,561.2"
"2672,223,129,2023-03-24,3,357.11,1071.33,428.52"
"841,246,143,2023-05-06,9,247.03,2223.27,889.29"
"279,150,198,2023-09-21,16,355.24,5683.84,2273.6"
"3666,679,30,2023-02-07,15,37.38,560.7,224.25"
"502,301,80,2023-01-09,18,121.65,2189.7,875.88"
"3546,830,62,2023-05-18,7,390.32,2732.24,1092.91"
"1596,253,145,2023-03-27,14,345.82,4841.48,1936.62"
"3917,228,117,2023-11-17,12,244.19,2930.28,1172.16"
"1588,440,153,2023-10-31,3,390.77,1172.31,468.93"
"2882,937,167,2023-05-16,18,351.25,6322.5,2529.0"
"3244,907,62,2023-09-05,18,390.32,7025.76,2810.34"
"1256,633,23,2023-03-26,15,414.01,6210.15,2484.0"
"3158,197,143,2023-05-14,1,247.03,247.03,98.81"
"1197,739,148,2023-05-04,13,252.03,3276.39,1310.53"
"1793,355,76,2023-06-06,20,449.17,8983.4,3593.4"
"64,875,143,2023-10-14,6,247.03,1482.18,592.86"
"2322,895,189,2023-10-06,9,156.75,1410.75,564.3"
"3200,354,95,2023-11-29,20,22.13,442.6,177.0"
"3568,781,10,2023-04-23,11,53.9,592.9,237.16"
"270,207,152,2023-09-05,18,64.13,1154.34,461.7"
"74,353,134,2023-09-12,13,48.78,634.14,253.63"
"3023,952,71,2023-01-08,13,345.96,4497.48,1798.94"
"3811,780,186,2023-03-13,5,323.39,1616.95,646.8"
"1058,80,47,2023-01-10,17,252.01,4284.17,1713.6"
"1340,125,176,2023-02-22,13,450.69,5858.97,2343.64"
"229,97,106,2023-07-26,16,436.67,6986.72,2794.72"
"216,245,60,2023-02-11,5,225.42,1127.1,450.85"
"2909,961,144,2023-10-16,13,386.88,5029.44,2011.75"
"504,235,144,2023-03-13,18,386.88,6963.84,2785.5"
"2666,349,51,2023-02-08,10,438.22,4382.2,1752.9"
"1124,381,196,2023-02-11,12,400.91,4810.92,1924.32"
"2224,581,27,2023-02-28,4,24.15,96.6,38.64"
"23,594,185,2023-01-01,11,419.54,4614.94,1846.02"
"2801,748,84,2023-12-22,15,119.62,1794.3,717.75"
"2916,264,16,2023-04-06,16,446.94,7151.04,2860.48"
"2550,695,186,2023-06-20,16,323.39,5174.24,2069.76"
"1065,363,52,2023-06-06,18,357.34,6432.12,2572.92"
"3992,711,45,2023-02-08,1,311.14,311.14,124.46"
"64,875,164,2023-10-14,7,236.27,1653.89,661.57"
"1579,939,90,2023-06-03,7,172.65,1208.55,483.42"
"1453,160,125,2023-05-12,18,89.21,1605.78,642.24"
"105,175,64,2023-06-25,2,230.11,460.22,184.08"
"1435,907,38,2023-10-20,11,461.25,5073.75,2029.5"
"1693,870,68,2023-10-29,5,418.68,2093.4,837.35"
"3205,717,131,2023-11-05,14,308.57,4319.98,1728.02"
"235,854,178,2023-10-08,2,317.95,635.9,254.36"
"1622,516,158,2023-02-12,1,298.02,298.02,119.21"
"1180,196,3,2023-09-19,3,316.54,949.62,379.86"
"1272,245,3,2023-01-16,4,316.54,1266.16,506.48"
"1590,819,56,2023-06-03,14,185.38,2595.32,1038.1"
"3957,447,51,2023-04-09,6,438.22,2629.32,1051.74"
"634,885,150,2023-04-05,15,304.42,4566.3,1826.55"
"1601,768,159,2023-09-28,4,407.59,1630.36,652.16"
"573,783,136,2023-07-22,13,495.29,6438.77,2575.56"
"210,311,161,2023-02-26,14,491.92,6886.88,2754.78"
"1532,864,10,2023-08-07,12,53.9,646.8,258.72"
"705,868,153,2023-08-10,2,390.77,781.54,312.62"
"1786,99,192,2023-12-22,4,249.39,997.56,399.04"
"44,541,65,2023-05-20,11,414.07,4554.77,1821.93"
"3636,432,152,2023-04-15,4,64.13,256.52,102.6"
"1244,143,190,2023-07-12,10,112.57,1125.7,450.3"
"929,55,88,2023-09-22,17,472.98,8040.66,3216.23"
"3367,445,23,2023-12-05,9,414.01,3726.09,1490.4"
"1646,95,192,2023-05-07,7,249.39,1745.73,698.32"
"1470,144,47,2023-06-06,18,252.01,4536.18,1814.4"
"812,2,161,2023-09-30,3,491.92,1475.76,590.31"
"163,798,40,2023-01-14,19,75.2,1428.8,571.52"
"970,886,163,2023-06-25,4,468.26,1873.04,749.2"
"625,284,188,2023-12-31,1,140.2,140.2,56.08"
"3228,417,182,2023-08-21,20,301.46,6029.2,2411.6"
"1563,133,184,2023-07-02,6,70.14,420.84,168.36"
"3999,915,42,2023-05-06,1,167.68,167.68,67.07"
"3776,602,147,2023-06-26,10,422.03,4220.3,1688.1"
"467,295,19,2023-01-09,2,344.67,689.34,275.74"
"2315,606,16,2023-05-03,6,446.94,2681.64,1072.68"
"1649,630,119,2023-01-01,9,259.77,2337.93,935.19"
"2537,357,116,2023-01-05,1,69.44,69.44,27.78"
"1158,69,174,2023-08-23,6,385.51,2313.06,925.2"
"714,366,162,2023-07-20,18,11.75,211.5,84.6"
"3473,18,145,2023-11-23,7,345.82,2420.74,968.31"
"427,123,21,2023-01-12,11,317.91,3497.01,1398.76"
"2138,321,149,2023-07-11,1,449.8,449.8,179.92"
"1791,689,176,2023-01-24,8,450.69,3605.52,1442.24"
"3556,643,172,2023-04-28,8,23.98,191.84,76.72"
"483,717,65,2023-04-30,3,414.07,1242.21,496.89"
"2707,120,67,2023-12-30,10,42.94,429.4,171.8"
"553,49,10,2023-08-10,15,53.9,808.5,323.4"
"2479,447,190,2023-08-19,12,112.57,1350.84,540.36"
"3107,620,183,2023-04-23,18,282.41,5083.38,2033.28"
"986,181,142,2023-09-20,18,253.28,4559.04,1823.58"
"3906,962,105,2023-10-28,10,10.36,103.6,41.4"
"1461,30,132,2023-06-08,1,166.14,166.14,66.46"
"207,309,118,2023-09-10,15,350.26,5253.9,2101.5"
"2395,462,123,2023-06-09,17,386.83,6576.11,2630.41"
"2842,47,130,2023-09-24,6,470.78,2824.68,1129.86"
"356,23,168,2023-12-13,5,217.29,1086.45,434.6"
"1371,590,75,2023-09-08,1,181.69,181.69,72.68"
"2937,359,129,2023-05-21,3,357.11,1071.33,428.52"
"740,53,33,2023-09-09,6,171.55,1029.3,411.72"
"1525,814,26,2023-05-18,2,118.18,236.36,94.54"
"1759,783,12,2023-01-07,20,132.23,2644.6,1057.8"
"2558,484,192,2023-09-01,15,249.39,3740.85,1496.4"
"460,178,136,2023-08-22,13,495.29,6438.77,2575.56"
"2298,568,151,2023-02-12,6,158.57,951.42,380.58"
"3352,181,177,2023-09-01,2,105.58,211.16,84.46"
"1831,244,171,2023-09-13,5,182.06,910.3,364.1"
"491,810,51,2023-05-03,7,438.22,3067.54,1227.03"
"31,109,160,2023-01-01,1,479.53,479.53,191.81"
"1316,762,171,2023-11-26,10,182.06,1820.6,728.2"
"3768,613,134,2023-06-02,8,48.78,390.24,156.08"
"2595,878,151,2023-07-13,13,158.57,2061.41,824.59"
"3151,154,117,2023-10-14,13,244.19,3174.47,1269.84"
"3975,681,133,2023-06-30,2,371.32,742.64,297.06"
"1507,793,90,2023-05-20,12,172.65,2071.8,828.72"
"761,727,110,2023-01-27,3,411.59,1234.77,493.92"
"3782,153,69,2023-11-08,7,215.55,1508.85,603.54"
"3276,745,169,2023-11-16,18,449.93,8098.74,3239.46"
"1833,582,200,2023-07-23,11,40.22,442.42,176.99"
"3992,711,92,2023-02-08,8,118.24,945.92,378.4"
"1744,885,198,2023-11-14,10,355.24,3552.4,1421.0"
"1459,801,129,2023-01-13,10,357.11,3571.1,1428.4"
"1823,411,191,2023-02-09,5,193.84,969.2,387.7"
"445,703,101,2023-03-14,6,447.77,2686.62,1074.66"
"1283,865,196,2023-11-05,3,400.91,1202.73,481.08"
"2755,470,74,2023-01-16,1,65.6,65.6,26.24"
"1444,974,196,2023-12-06,14,400.91,5612.74,2245.04"
"3462,131,39,2023-09-08,16,205.79,3292.64,1317.12"
"1633,207,1,2023-06-20,4,445.05,1780.2,712.08"
"1576,289,133,2023-09-08,6,371.32,2227.92,891.18"
"2172,164,162,2023-12-19,20,11.75,235.0,94.0"
"3331,860,194,2023-08-19,3,244.57,733.71,293.49"
"3484,855,136,2023-10-20,20,495.29,9905.8,3962.4"
"1225,548,181,2023-06-01,18,165.12,2972.16,1188.9"
"2849,446,59,2023-06-07,9,243.48,2191.32,876.51"
"2069,671,179,2023-09-30,1,332.3,332.3,132.92"
"2291,512,189,2023-12-26,10,156.75,1567.5,627.0"
"1259,14,93,2023-04-25,17,201.88,3431.96,1372.75"
"3781,164,119,2023-02-10,11,259.77,2857.47,1143.01"
"2418,51,52,2023-12-09,16,357.34,5717.44,2287.04"
"326,927,116,2023-12-25,5,69.44,347.2,138.9"
"1861,101,160,2023-06-29,15,479.53,7192.95,2877.15"
"55,427,152,2023-10-26,6,64.13,384.78,153.9"
"3362,679,57,2023-06-04,7,440.68,3084.76,1233.89"
"2881,228,66,2023-05-27,4,216.19,864.76,345.92"
"626,786,132,2023-01-26,12,166.14,1993.68,797.52"
"2216,879,7,2023-04-25,2,216.49,432.98,173.2"
"2279,377,92,2023-11-11,9,118.24,1064.16,425.7"
"2637,955,112,2023-02-11,19,385.73,7328.87,2931.51"
"2110,115,84,2023-02-18,4,119.62,478.48,191.4"
"2958,497,147,2023-03-19,18,422.03,7596.54,3038.58"
"2830,167,6,2023-05-13,14,297.11,4159.54,1663.76"
"386,81,76,2023-07-14,9,449.17,4042.53,1617.03"
"1354,733,173,2023-07-04,11,144.69,1591.59,636.68"
"1922,710,75,2023-02-21,2,181.69,363.38,145.36"
"2135,627,61,2023-12-24,15,269.98,4049.7,1619.85"
"2384,901,166,2023-11-19,19,400.54,7610.26,3044.18"
"626,786,165,2023-01-26,9,464.96,4184.64,1673.82"
"1383,492,89,2023-08-31,11,185.63,2041.93,816.75"
"3549,683,127,2023-05-19,2,282.22,564.44,225.78"
"3797,510,26,2023-11-03,19,118.18,2245.42,898.13"
"1657,226,162,2023-03-10,19,11.75,223.25,89.3"
"1027,952,156,2023-01-10,13,463.59,6026.67,2410.72"
"2030,735,100,2023-10-16,13,404.25,5255.25,2102.1"
"1013,714,87,2023-10-18,6,87.05,522.3,208.92"
"3289,348,98,2023-07-22,7,185.15,1296.05,518.42"
"3073,301,156,2023-03-14,3,463.59,1390.77,556.32"
"1893,85,175,2023-05-12,10,78.76,787.6,315.0"
"3429,984,185,2023-02-26,2,419.54,839.08,335.64"
"3190,412,128,2023-02-21,17,375.47,6382.99,2553.23"
"870,287,145,2023-04-24,7,345.82,2420.74,968.31"
"2567,827,76,2023-07-01,18,449.17,8085.06,3234.06"
"2004,24,156,2023-02-10,1,463.59,463.59,185.44"
"2055,114,4,2023-10-20,12,358.66,4303.92,1721.52"
"78,70,1,2023-07-26,12,445.05,5340.6,2136.24"
"416,687,120,2023-12-29,17,481.98,8193.66,3277.43"
"857,30,113,2023-05-19,3,260.49,781.47,312.6"
"1665,590,176,2023-07-13,2,450.69,901.38,360.56"
"1415,738,80,2023-06-19,9,121.65,1094.85,437.94"
"2532,84,187,2023-02-22,5,260.75,1303.75,521.5"
"3252,552,1,2023-10-29,5,445.05,2225.25,890.1"
"2639,295,20,2023-02-15,6,153.02,918.12,367.26"
"2831,706,18,2023-03-24,13,364.39,4737.07,1894.88"
"1581,48,58,2023-03-04,14,465.53,6517.42,2606.94"
"3085,192,44,2023-09-16,19,351.27,6674.13,2669.69"
"3587,636,123,2023-05-28,5,386.83,1934.15,773.65"
"3791,721,110,2023-05-25,6,411.59,2469.54,987.84"
"3565,333,108,2023-08-08,7,72.08,504.56,201.81"
"2535,653,90,2023-03-24,5,172.65,863.25,345.3"
"3032,29,131,2023-03-29,7,308.57,2159.99,864.01"
"3802,770,98,2023-03-02,12,185.15,2221.8,888.72"
"2305,905,9,2023-08-15,5,252.63,1263.15,505.25"
"2380,417,132,2023-12-20,2,166.14,332.28,132.92"
"982,498,122,2023-11-16,2,164.19,328.38,131.36"
"3200,354,157,2023-11-29,17,361.05,6137.85,2455.14"
"1050,135,9,2023-06-22,8,252.63,2021.04,808.4"
"3860,581,51,2023-12-05,3,438.22,1314.66,525.87"
"2532,84,145,2023-02-22,17,345.82,5878.94,2351.61"
"58,575,148,2023-11-28,5,252.03,1260.15,504.05"
"2741,882,51,2023-10-30,3,438.22,1314.66,525.87"
"1366,388,154,2023-11-26,14,61.22,857.08,342.86"
"248,305,133,2023-11-06,7,371.32,2599.24,1039.71"
"3811,780,191,2023-03-13,11,193.84,2132.24,852.94"
"2000,470,127,2023-09-29,12,282.22,3386.64,1354.68"
"2577,416,91,2023-02-13,17,431.23,7330.91,2932.33"
"917,481,34,2023-01-27,20,223.0,4460.0,1784.0"
"850,281,107,2023-07-30,19,390.03,7410.57,2964.19"
"10,86,7,2023-07-05,2,216.49,432.98,173.2"
"3908,938,190,2023-09-21,6,112.57,675.42,270.18"
"784,440,197,2023-04-15,6,30.59,183.54,73.44"
"1474,817,66,2023-07-01,17,216.19,3675.23,1470.16"
"2740,447,5,2023-05-14,10,304.04,3040.4,1216.2"
"3775,142,196,2023-09-21,2,400.91,801.82,320.72"
"1802,501,89,2023-11-06,4,185.63,742.52,297.0"
"191,296,55,2023-05-14,11,214.11,2355.21,942.04"
"1428,207,111,2023-01-23,5,96.13,480.65,192.25"
"2349,31,188,2023-04-21,11,140.2,1542.2,616.88"
"2261,840,184,2023-02-26,18,70.14,1262.52,505.08"
"2950,260,54,2023-03-27,15,228.55,3428.25,1371.3"
"455,506,143,2023-03-30,1,247.03,247.03,98.81"
"3340,675,25,2023-12-01,10,35.34,353.4,141.4"
"2831,706,191,2023-03-24,10,193.84,1938.4,775.4"
"3850,586,169,2023-08-19,11,449.93,4949.23,1979.67"
"1175,174,143,2023-07-04,8,247.03,1976.24,790.48"
"1659,752,105,2023-08-02,11,10.36,113.96,45.54"
"1867,465,3,2023-05-02,4,316.54,1266.16,506.48"
"2584,972,54,2023-05-12,18,228.55,4113.9,1645.56"
"3900,853,31,2023-12-23,1,465.59,465.59,186.24"
"989,872,147,2023-11-14,20,422.03,8440.6,3376.2"
"3534,681,118,2023-12-18,3,350.26,1050.78,420.3"
"2674,771,85,2023-02-13,9,69.75,627.75,251.1"
"1343,807,75,2023-07-14,20,181.69,3633.8,1453.6"
"1950,304,44,2023-01-13,20,351.27,7025.4,2810.2"
"3040,347,190,2023-10-11,3,112.57,337.71,135.09"
"2512,490,55,2023-03-02,1,214.11,214.11,85.64"
"3644,205,50,2023-07-11,16,57.36,917.76,367.04"
"470,164,154,2023-03-30,18,61.22,1101.96,440.82"
"1725,315,145,2023-03-09,12,345.82,4149.84,1659.96"
"2524,733,161,2023-01-05,16,491.92,7870.72,3148.32"
"2939,871,100,2023-10-14,17,404.25,6872.25,2748.9"
"1258,399,121,2023-10-26,20,132.07,2641.4,1056.6"
"1468,942,158,2023-03-15,17,298.02,5066.34,2026.57"
"3160,603,8,2023-05-08,12,161.65,1939.8,775.92"
"3927,121,152,2023-04-25,12,64.13,769.56,307.8"
"1073,734,113,2023-01-29,10,260.49,2604.9,1042.0"
"1460,57,196,2023-09-15,15,400.91,6013.65,2405.4"
"3799,352,113,2023-03-08,9,260.49,2344.41,937.8"
"1677,483,136,2023-12-09,20,495.29,9905.8,3962.4"
"982,498,62,2023-11-16,14,390.32,5464.48,2185.82"
"1048,223,150,2023-06-16,3,304.42,913.26,365.31"
"490,68,58,2023-08-22,2,465.53,931.06,372.42"
"117,251,180,2023-08-03,13,144.28,1875.64,750.23"
"34,117,168,2023-08-27,12,217.29,2607.48,1043.04"
"33,752,68,2023-05-12,11,418.68,4605.48,1842.17"
"783,99,171,2023-12-25,15,182.06,2730.9,1092.3"
"3960,781,68,2023-10-21,16,418.68,6698.88,2679.52"
"3973,432,153,2023-01-13,11,390.77,4298.47,1719.41"
"2989,391,56,2023-11-26,20,185.38,3707.6,1483.0"
"72,862,127,2023-07-29,12,282.22,3386.64,1354.68"
"656,399,72,2023-08-11,17,374.46,6365.82,2546.26"
"703,624,146,2023-10-23,14,392.3,5492.2,2196.88"
"2457,458,84,2023-12-06,13,119.62,1555.06,622.05"
"3731,734,161,2023-05-24,2,491.92,983.84,393.54"
"3918,266,193,2023-07-17,20,182.32,3646.4,1458.6"
"1408,634,14,2023-10-08,15,246.68,3700.2,1480.05"
"288,42,101,2023-12-26,17,447.77,7612.09,3044.87"
"1247,857,74,2023-05-04,2,65.6,131.2,52.48"
"2441,412,174,2023-06-06,11,385.51,4240.61,1696.2"
"384,765,3,2023-02-24,3,316.54,949.62,379.86"
"56,8,78,2023-05-05,10,393.56,3935.6,1574.2"
"3987,944,134,2023-09-06,17,48.78,829.26,331.67"
"15,949,170,2023-08-14,18,365.72,6582.96,2633.22"
"2069,671,135,2023-09-30,19,302.6,5749.4,2299.76"
"2062,329,186,2023-08-23,7,323.39,2263.73,905.52"
"2014,496,66,2023-08-24,17,216.19,3675.23,1470.16"
"1664,327,11,2023-07-02,13,448.65,5832.45,2332.98"
"2395,462,54,2023-06-09,12,228.55,2742.6,1097.04"
"544,400,194,2023-03-04,19,244.57,4646.83,1858.77"
"96,151,72,2023-11-06,20,374.46,7489.2,2995.6"
"456,217,60,2023-04-23,8,225.42,1803.36,721.36"
"480,93,10,2023-04-01,19,53.9,1024.1,409.64"
"564,317,177,2023-07-23,8,105.58,844.64,337.84"
"1271,785,154,2023-02-04,7,61.22,428.54,171.43"
"2179,131,18,2023-02-28,8,364.39,2915.12,1166.08"
"3809,292,133,2023-09-29,16,371.32,5941.12,2376.48"
"2558,484,65,2023-09-01,1,414.07,414.07,165.63"
"1505,34,151,2023-09-30,14,158.57,2219.98,888.02"
"1388,121,20,2023-05-27,2,153.02,306.04,122.42"
"2801,748,198,2023-12-22,17,355.24,6039.08,2415.7"
"2484,582,164,2023-07-01,13,236.27,3071.51,1228.63"
"1148,124,89,2023-07-24,6,185.63,1113.78,445.5"
"1326,978,165,2023-04-18,15,464.96,6974.4,2789.7"
"40,236,77,2023-01-06,4,24.41,97.64,39.04"
"1533,640,38,2023-07-17,16,461.25,7380.0,2952.0"
"757,366,14,2023-05-25,11,246.68,2713.48,1085.37"
"2095,469,175,2023-12-28,7,78.76,551.32,220.5"
"2140,402,2,2023-05-12,8,174.02,1392.16,556.88"
"1920,58,188,2023-08-12,9,140.2,1261.8,504.72"
"3613,693,97,2023-10-21,18,391.51,7047.18,2818.8"
"3445,465,101,2023-09-26,16,447.77,7164.32,2865.76"
"2599,424,64,2023-09-22,12,230.11,2761.32,1104.48"
"2480,519,163,2023-04-05,16,468.26,7492.16,2996.8"
"1,141,20,2023-09-27,5,153.02,765.1,306.05"
"3059,371,197,2023-10-25,6,30.59,183.54,73.44"
"2931,968,1,2023-09-22,4,445.05,1780.2,712.08"
"1957,469,153,2023-07-09,2,390.77,781.54,312.62"
"3965,495,34,2023-09-22,10,223.0,2230.0,892.0"
"3029,243,169,2023-04-20,6,449.93,2699.58,1079.82"
"1476,420,148,2023-06-28,7,252.03,1764.21,705.67"
"3206,863,72,2023-10-15,10,374.46,3744.6,1497.8"
